52	Bacte	Acidobacteri	Vicinamibacte	Vicinamibactera	Unclassified	Unclassified	Unclassified
52	Bacte	Firmicu	Baci	Paenibacilla	Paenibacillac	Paenibacil	Unclassified
51	Bacte	Proteobacte	Alphaproteobacte	Caulobactera	Caulobacterac	Unclassified	Unclassified
51	Bacte	Proteobacte	Alphaproteobacte	Micropepsa	Micropepsac	Unclassified	Unclassified
51	Bacte	Proteobacte	Gammaproteobacte	Burkholderia	Nitrosomonadac	Unclassified	Unclassified
50	Bacte	Proteobacte	Alphaproteobacte	Acetobactera	Acetobacterac	Acidispha	Unclassified
50	Bacte	Proteobacte	Alphaproteobacte	Rhizobia	Xanthobacterac	Pseudolab	Unclassified
50	Bacte	Proteobacte	Alphaproteobacte	Sphingomonada	Sphingomonadac	Altererythrobac	Unclassified
50	Bacte	Bacteroid	Bacteroi	Chitinophaga	Chitinophagac	Unclassified	Unclassified
50	Bacte	Acidobacteri	Acidobacter	Bryobactera	Bryobacterac	Bryobac	Unclassified
49	Bacte	Proteobacte	Alphaproteobacte	Rhizobia	Xanthobacterac	Unclassified	Unclassified
49	Bacte	Proteobacte	Gammaproteobacte	Burkholderia	Alcaligenac	Eoetvoe	Unclassified
49	Bacte	Actinobacteri	Actinobacte	Streptomyceta	Streptomycetac	Streptacidiphi	Unclassified
48	Bacte	Proteobacte	Alphaproteobacte	Caulobactera	Caulobacterac	Unclassified	Unclassified
48	Bacte	Proteobacte	Gammaproteobacte	Burkholderia	Oxalobacterac	Unclassified	Unclassified
47	Bacte	Proteobacte	Alphaproteobacte	Caulobactera	Caulobacterac	Unclassified	Unclassified
47	Bacte	Proteobacte	Alphaproteobacte	Rhizobia	Devosiac	Devo	Unclassified
47	Bacte	Proteobacte	Gammaproteobacte	Xanthomonada	Rhodanobacterac	Dokdone	Unclassified
47	Bacte	Firmicu	Baci	Paenibacilla	Paenibacillac	Paenibacil	Unclassified
46	Bacte	Planctomycet	Planctomyce	Gemmata	Gemmatac	Gemm	Unclassified
46	Bacte	Bacteroid	Bacteroi	Sphingobacteria	Sphingobacteriac	Mucilaginibac	Unclassified
46	Bacte	Proteobacte	Gammaproteobacte	Xanthomonada	Rhodanobacterac	Chujaibac	s
46	Bacte	Proteobacte	Gammaproteobacte	Burkholderia	Alcaligenac	Candidimo	Unclassified
45	Bacte	Proteobacte	Alphaproteobacte	Rhizobia	Devosiac	Youhaie	Unclassified
45	Bacte	Bacteroid	Bacteroi	Sphingobacteria	Sphingobacteriac	Pedobac	Unclassified
45	Bacte	Bacteroid	Bacteroi	Chitinophaga	Chitinophagac	Unclassified	Unclassified
45	Bacte	Actinobacteri	Thermoleophi	Solirubrobactera	67	Unclassified	Unclassified
44	Bacte	Planctomycet	Planctomyce	Isosphaera	Isosphaerac	Paludispha	Unclassified
44	Bacte	Planctomycet	Planctomyce	Isosphaera	Isosphaerac	Paludispha	Unclassified
44	Bacte	Proteobacte	Alphaproteobacte	Reyranella	Reyranellac	Reyrane	Unclassified
44	Bacte	Bdellovibrion	Bdellovibrio	Bdellovibriona	Bdellovibrionac	Bdellovib	Unclassified
44	Bacte	Proteobacte	Gammaproteobacte	Salinisphaera	Solimonadac	Alkanibac	Unclassified
44	Bacte	Proteobacte	Alphaproteobacte	Rhizobia	Xanthobacterac	Unclassified	Unclassified
44	Bacte	Proteobacte	Alphaproteobacte	Rhizobia	Beijerinckiac	Bo	Unclassified
43	Bacte	Bdellovibrion	Bdellovibrio	Bdellovibriona	Bdellovibrionac	Bdellovib	Unclassified
43	Bacte	Proteobacte	Gammaproteobacte	Salinisphaera	Solimonadac	Solimo	ter
